Neighbourhood,City,Property_Type,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Guests_Included,Extra_People,Minimum_Nights,Maximum_Nights
Seacliff,San Francisco,Apartment,Entire home/apt,7,2,3,5,295,3,20,2,14
Haight Ashbury,San Francisco,Apartment,Entire home/apt,5,,2,2,350,4,25,5,365
Haight Ashbury,San Francisco,Apartment,Entire home/apt,10,2,2,6,500,6,20,1,30
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,14,1125
Haight Ashbury,San Francisco,House,Private room,2,,1,2,89,1,12,32,60
Haight Ashbury,San Francisco,House,Private room,2,1,1,1,95,1,15,10,16
Haight Ashbury,San Francisco,Apartment,Private room,1,1,1,1,75,1,50,1,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,5,2,2,3,400,4,35,3,15
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,250,1,0,3,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,1,2,190,1,0,6,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,0,1,200,1,0,3,30
Outer Mission,San Francisco,House,Private room,2,1,1,1,149,2,0,2,7
Outer Mission,San Francisco,House,Private room,1,1,1,1,70,1,0,2,1125
Outer Mission,San Francisco,House,Private room,1,1,1,1,75,1,0,5,1125
Outer Mission,San Francisco,House,Private room,2,1,1,1,109,1,0,2,1125
Outer Mission,San Francisco,House,Private room,1,1.5,1,1,65,4,0,1,3
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,0,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,125,1,10,2,3
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,180,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,180,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Shared room,1,1,1,1,39,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Shared room,1,2,1,1,50,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,250,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,169,1,0,1,15
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,90,1,0,3,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,250,2,50,3,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,1,395,2,25,2,1125
Downtown/Civic Center,San Francisco,Timeshare,Entire home/apt,4,1,1,2,270,1,0,2,1125
Russian Hill,San Francisco,House,Private room,1,1,1,1,80,1,0,1,1125
Russian Hill,San Francisco,Townhouse,Entire home/apt,4,1.5,2,2,500,1,0,2,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,700,4,50,2,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,2,2,250,2,50,3,1125
Russian Hill,San Francisco,Apartment,Private room,2,1,1,2,170,1,15,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,200,4,50,2,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,5,1,2,3,375,5,50,3,270
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,201,1,0,30,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,2,2,300,2,35,1,1125
Noe Valley,San Francisco,Condominium,Entire home/apt,2,1,1,1,175,1,0,2,90
Noe Valley,San Francisco,House,Entire home/apt,4,1,2,2,220,1,25,1,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,224,1,50,2,10
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,2,400,1,0,1,1125
Noe Valley,San Francisco,House,Private room,2,1,1,1,48,1,0,4,1125
Noe Valley,San Francisco,House,Private room,2,1,1,1,150,1,0,1,7
Noe Valley,San Francisco,Apartment,Entire home/apt,8,1.5,4,5,350,8,50,3,28
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,350,4,30,2,31
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,2,125,1,0,5,21
Noe Valley,San Francisco,House,Private room,2,1,1,1,176,1,85,2,28
Noe Valley,San Francisco,House,Private room,2,1,1,1,95,1,0,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,6,2,2,3,25,4,20,30,120
Noe Valley,San Francisco,House,Entire home/apt,2,1.5,1,1,185,2,25,4,28
Inner Sunset,San Francisco,House,Private room,2,1,1,1,63,1,0,7,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,170,2,40,30,1125
Mission,San Francisco,House,Entire home/apt,4,1,2,2,195,3,20,2,27
Mission,San Francisco,House,Entire home/apt,7,1,3,4,415,5,0,3,21
Mission,San Francisco,Apartment,Private room,2,1,2,1,60,1,0,3,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,440,1,0,1,1125
Inner Sunset,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,3,1125
Inner Sunset,San Francisco,House,Private room,2,1,1,1,105,2,30,1,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,2,1,1,2,189,2,20,2,1125
Inner Sunset,San Francisco,Apartment,Private room,1,2,1,1,46,1,0,15,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,2,,0,1,75,2,50,30,1125
Outer Richmond,San Francisco,House,Private room,3,1,1,1,98,1,0,1,1125
Outer Richmond,San Francisco,House,Entire home/apt,10,2.5,3,10,700,8,100,7,1125
Outer Richmond,San Francisco,House,Private room,4,1.5,1,2,700,1,0,1,1125
Excelsior,San Francisco,Apartment,Entire home/apt,1,1,1,1,70,1,0,7,29
Excelsior,San Francisco,House,Entire home/apt,4,1,1,1,125,2,0,3,14
Excelsior,San Francisco,Apartment,Entire home/apt,4,1,2,2,185,1,0,3,1125
Excelsior,San Francisco,House,Entire home/apt,6,1,3,3,275,4,25,3,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,1,175,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,,1,125,1,0,2,4
Downtown/Civic Center,San Francisco,Other,Entire home/apt,2,1,0,1,137,1,0,1,10
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,180,1,0,1,15
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,2,1,0,1,199,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,175,1,0,1,15
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,4,1,1,2,252,1,0,3,7
Downtown/Civic Center,San Francisco,Dorm,Private room,2,1,0,1,75,1,0,1,21
Lakeshore,San Francisco,Apartment,Entire home/apt,4,2,2,2,317,1,0,1,1125
Lakeshore,San Francisco,Apartment,Private room,1,1,1,1,70,1,0,1,1125
Lakeshore,San Francisco,House,Private room,2,1,1,1,89,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,6,2,2,2,650,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,6,1,2,3,300,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,200,1,0,1,1125
Russian Hill,San Francisco,Apartment,Private room,1,1,,,40,1,10,2,30
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,199,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,495,1,0,2,21
Russian Hill,San Francisco,House,Entire home/apt,2,1,1,1,144,2,30,3,14
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,275,2,25,3,29
Russian Hill,San Francisco,Apartment,Private room,6,1,2,3,285,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,230,2,20,5,1125
Excelsior,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,3,7
Excelsior,San Francisco,House,Private room,2,1,1,1,58,1,0,2,20
Excelsior,San Francisco,House,Private room,2,1.5,1,1,39,1,19,2,28
Parkside,San Francisco,Apartment,Entire home/apt,6,3,3,3,283,1,0,4,21
Parkside,San Francisco,Other,Entire home/apt,10,2,3,5,399,5,25,1,1125
Financial District,San Francisco,Condominium,Private room,2,1,1,1,190,1,40,1,1125
Financial District,San Francisco,Apartment,Entire home/apt,4,1,1,2,298,1,50,1,1125
Financial District,San Francisco,Condominium,Private room,2,1,1,1,99,1,0,2,1125
Ocean View,San Francisco,House,Entire home/apt,5,1,0,3,98,1,25,1,1125
Ocean View,San Francisco,House,Private room,2,1,1,1,80,1,20,1,1125
Ocean View,San Francisco,House,Entire home/apt,4,1,1,2,131,1,0,2,30
Ocean View,San Francisco,House,Private room,1,1,1,1,50,1,0,2,1125
Mission,San Francisco,House,Private room,2,1.5,1,1,80,1,20,2,20
Mission,San Francisco,Apartment,Entire home/apt,6,1,3,4,249,1,0,2,7
Mission,San Francisco,House,Entire home/apt,2,1,1,1,150,1,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,88,1,0,2,3
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,,1,130,1,0,2,25
Russian Hill,San Francisco,Condominium,Entire home/apt,5,1,1,2,225,4,11,1,1125
Russian Hill,San Francisco,Apartment,Private room,2,1,1,1,120,1,0,1,14
Russian Hill,San Francisco,Apartment,Private room,2,1,1,1,195,1,0,3,1125
Noe Valley,San Francisco,Apartment,Private room,1,1,1,1,90,1,0,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,170,2,20,3,60
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,2,250,2,25,7,365
Noe Valley,San Francisco,Apartment,Entire home/apt,3,1,1,2,195,2,35,2,365
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,2,160,2,20,30,1125
Noe Valley,San Francisco,House,Private room,2,1,1,1,150,1,10,5,28
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,1,300,3,0,14,730
Noe Valley,San Francisco,House,Entire home/apt,8,1,3,5,295,6,25,2,365
Noe Valley,San Francisco,Apartment,Entire home/apt,6,1.5,2,3,295,2,20,5,1125
Noe Valley,San Francisco,House,Private room,2,1,1,1,185,2,125,2,28
Noe Valley,San Francisco,Apartment,Private room,1,1,1,1,75,1,0,1,1125
Noe Valley,San Francisco,Apartment,Private room,2,1.5,1,1,105,1,0,2,28
Noe Valley,San Francisco,Other,Entire home/apt,3,1,2,2,265,2,50,6,60
Noe Valley,San Francisco,Apartment,Private room,1,1,1,1,100,1,0,1,90
Noe Valley,San Francisco,Condominium,Entire home/apt,4,1,2,2,295,2,15,1,1125
Noe Valley,San Francisco,House,Private room,3,1,1,1,100,1,10,1,29
Noe Valley,San Francisco,Condominium,Entire home/apt,2,1.5,1,1,190,2,0,2,1125
Noe Valley,San Francisco,Apartment,Private room,1,1,1,1,99,1,79,3,120
Noe Valley,San Francisco,House,Entire home/apt,5,4,3,3,690,1,0,7,1125
Excelsior,San Francisco,House,Private room,2,1,1,1,90,1,0,1,1125
Excelsior,San Francisco,House,Private room,1,2,1,1,59,1,0,30,90
Excelsior,San Francisco,Apartment,Private room,2,1,1,1,65,1,35,1,1125
Parkside,San Francisco,House,Private room,2,1,1,1,83,1,0,5,300
Parkside,San Francisco,Apartment,Private room,2,1,1,1,120,1,0,2,10
Parkside,San Francisco,House,Private room,2,1.5,1,1,65,1,30,2,1125
Parkside,San Francisco,House,Entire home/apt,5,1,2,3,142,4,20,2,14
Parkside,San Francisco,Apartment,Private room,2,1,1,1,70,1,20,3,29
Financial District,San Francisco,Apartment,Entire home/apt,4,1,1,1,134,1,0,2,1125
Financial District,San Francisco,Apartment,Private room,2,1.5,1,1,110,1,0,1,1125
Financial District,San Francisco,Apartment,Entire home/apt,2,1,1,2,110,2,50,30,1125
Financial District,San Francisco,Apartment,Entire home/apt,2,1,1,1,300,1,0,3,1125
Financial District,San Francisco,Apartment,Entire home/apt,2,1,0,1,149,1,0,2,1125
Financial District,San Francisco,Condominium,Entire home/apt,2,1,0,1,350,1,20,2,1125
Mission,San Francisco,Apartment,Entire home/apt,4,2.5,2,2,600,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,3,1,1,1,145,2,10,1,1125
Mission,San Francisco,Apartment,Entire home/apt,3,1,1,1,210,1,0,4,29
Mission,San Francisco,Condominium,Private room,2,1,1,1,250,1,0,1,7
Mission,San Francisco,House,Entire home/apt,4,1,1,1,265,2,30,2,30
Mission,San Francisco,Apartment,Private room,2,1,1,1,175,6,50,1,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,85,1,20,1,21
Mission,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,250,1,0,2,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,2,1,1,1,165,1,0,2,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,2,1,1,3,189,2,20,4,30
Inner Sunset,San Francisco,Apartment,Entire home/apt,6,1,2,2,199,4,25,2,28
Inner Sunset,San Francisco,Apartment,Private room,1,1,1,1,90,1,0,5,1125
Inner Sunset,San Francisco,House,Entire home/apt,6,2.5,3,3,360,4,50,3,1125
Inner Sunset,San Francisco,House,Entire home/apt,4,1,1,2,155,4,20,3,365
Treasure Island/YBI,San Francisco,House,Private room,1,0,1,1,49,1,0,5,1125
Outer Richmond,San Francisco,House,Entire home/apt,6,2,3,4,225,5,10,5,27
Outer Richmond,San Francisco,Apartment,Private room,2,1,1,1,150,2,25,2,29
Outer Richmond,San Francisco,Apartment,Private room,2,1,1,1,125,1,0,2,4
Outer Richmond,San Francisco,Apartment,Entire home/apt,6,2,3,4,390,6,50,3,1125
Outer Richmond,San Francisco,House,Entire home/apt,5,2,3,3,250,4,75,2,30
Outer Richmond,San Francisco,House,Private room,2,1.5,1,1,99,2,40,1,1125
Outer Richmond,San Francisco,Apartment,Private room,2,1,1,1,99,1,25,3,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,4,1,2,2,275,2,0,2,1125
Crocker Amazon,San Francisco,House,Private room,2,1,1,1,59,1,20,3,27
Excelsior,San Francisco,Apartment,Entire home/apt,2,1,1,1,90,1,10,1,1125
Excelsior,San Francisco,House,Entire home/apt,4,1,2,3,240,1,0,3,10
Excelsior,San Francisco,Apartment,Private room,2,1,1,1,65,1,10,1,7
Excelsior,San Francisco,House,Private room,2,1,1,1,96,2,0,2,5
Excelsior,San Francisco,House,Entire home/apt,4,1,2,2,185,1,15,3,1125
Excelsior,San Francisco,House,Private room,2,1,1,1,43,1,15,30,1125
Excelsior,San Francisco,House,Entire home/apt,2,1,1,1,125,1,0,2,1125
Excelsior,San Francisco,House,Private room,2,1,1,1,200,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,210,1,0,4,28
Mission,San Francisco,Apartment,Private room,2,1,1,1,200,1,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,110,1,20,2,1125
Mission,San Francisco,Guesthouse,Entire home/apt,2,1,0,1,147,1,0,3,14
Mission,San Francisco,House,Private room,1,1,1,1,70,1,25,1,180
Mission,San Francisco,Apartment,Entire home/apt,8,2.5,2,3,505,1,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,1,2,125,2,15,3,365
Mission,San Francisco,Condominium,Private room,2,1.5,1,1,200,1,0,1,1125
Mission,San Francisco,Loft,Entire home/apt,2,2,1,1,180,2,100,4,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,1,2,185,2,30,3,12
Mission,San Francisco,House,Private room,2,1,1,1,140,1,0,2,120
Mission,San Francisco,Apartment,Private room,1,1,1,1,99,1,0,1,1125
West of Twin Peaks,San Francisco,House,Entire home/apt,3,1,2,2,200,1,0,4,1125
West of Twin Peaks,San Francisco,House,Private room,2,1,1,1,100,1,0,1,1125
Inner Richmond,San Francisco,House,Private room,4,1.5,1,2,59,1,25,30,365
Mission,San Francisco,Apartment,Entire home/apt,4,2,2,2,230,4,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,2,80,1,1125
Mission,San Francisco,House,Private room,1,3,1,1,125,1,0,1,1125
Mission,San Francisco,Apartment,Private room,1,1,1,1,150,1,20,2,14
Mission,San Francisco,Apartment,Private room,2,1,1,1,119,1,20,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,95,1,20,1,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,1,2,190,2,25,14,30
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,2,0,14,25
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,199,1,0,1,1125
Mission,San Francisco,House,Entire home/apt,3,1,0,2,195,2,25,2,28
Mission,San Francisco,Apartment,Entire home/apt,6,1,1,3,180,2,40,1,1125
Mission,San Francisco,House,Private room,2,3.5,1,1,85,2,45,30,1125
Mission,San Francisco,Apartment,Private room,3,1,1,1,129,2,45,1,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,1,3
Bayview,San Francisco,House,Private room,2,1.5,1,2,36,1,0,2,20
Bayview,San Francisco,House,Private room,3,2,1,2,150,3,0,2,30
Bayview,San Francisco,Apartment,Private room,2,1,1,1,74,1,0,2,90
Bayview,San Francisco,Apartment,Entire home/apt,5,2,2,2,150,1,20,2,10
Bayview,San Francisco,Apartment,Entire home/apt,3,1,1,3,95,1,10,2,89
Bayview,San Francisco,Apartment,Private room,1,1,1,1,62,1,10,1,1125
Bayview,San Francisco,House,Private room,3,1,1,2,68,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,92,1,0,3,8
Pacific Heights,San Francisco,Apartment,Private room,2,1,1,1,95,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,8,1,4,6,600,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,0,1,155,2,300,3,335
Pacific Heights,San Francisco,Dorm,Shared room,1,1,1,1,60,1,0,1,1125
Pacific Heights,San Francisco,House,Entire home/apt,2,1,1,1,125,1,0,28,30
Pacific Heights,San Francisco,Apartment,Private room,2,1,1,1,900,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,3,1,1,1,225,1,0,2,14
Pacific Heights,San Francisco,House,Private room,2,1,1,1,165,1,0,3,30
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,0,1,100,2,200,2,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,215,2,25,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,165,1,0,2,90
Presidio Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,180,2,0,2,28
South of Market,San Francisco,Apartment,Private room,2,1,1,1,140,1,0,1,7
Inner Richmond,San Francisco,House,Entire home/apt,5,2.5,3,3,500,1,0,1,1125
Inner Richmond,San Francisco,Apartment,Private room,3,1,1,1,120,1,0,3,45
Inner Richmond,San Francisco,House,Private room,3,1,1,1,140,3,0,3,120
Inner Richmond,San Francisco,House,Entire home/apt,8,2.5,4,5,600,1,0,7,30
Inner Richmond,San Francisco,Apartment,Private room,2,1.5,1,1,60,1,20,1,1125
Inner Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,15,30
Inner Richmond,San Francisco,Apartment,Private room,2,1.5,1,1,95,1,0,1,1125
Inner Richmond,San Francisco,House,Entire home/apt,8,3.5,5,5,450,1,0,4,7
Marina,San Francisco,Apartment,Private room,2,2,1,1,260,2,50,2,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,0,1,225,1,0,1,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,190,1,0,6,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,0,1,229,1,0,2,3
Marina,San Francisco,House,Entire home/apt,4,1,2,2,595,4,0,2,1125
Marina,San Francisco,Townhouse,Private room,1,1,1,1,125,1,0,3,14
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,279,1,0,2,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,2,7
Marina,San Francisco,Bed & Breakfast,Entire home/apt,4,1,1,2,129,1,0,1,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,0,1,115,1,0,30,888
Bayview,San Francisco,House,Private room,4,1,1,2,150,2,75,2,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,2,1,1,249,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,100,1,0,1,1125
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,0,1,70,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,97,1,25,1,1125
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,0,1,70,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,2,160,1,0,3,30
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,99,1,0,1,100
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,2,1,1,100,2,60,1,25
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,249,1,0,2,3
Diamond Heights,San Francisco,House,Entire home/apt,2,1,1,1,110,1,0,1,31
Lakeshore,San Francisco,Apartment,Entire home/apt,12,2,2,6,295,2,15,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,280,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1.5,2,4,250,1,0,2,20
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,1,180,1,0,1,1125
Russian Hill,San Francisco,House,Entire home/apt,6,3,2,3,193,1,0,3,1125
Bernal Heights,San Francisco,House,Private room,2,1,1,1,150,1,0,3,1125
Bernal Heights,San Francisco,Apartment,Private room,1,1,1,1,250,1,0,1,1125
Bernal Heights,San Francisco,Apartment,Private room,1,1,1,1,86,1,0,1,1125
Bernal Heights,San Francisco,Apartment,Entire home/apt,3,1,1,1,250,2,35,2,365
Bernal Heights,San Francisco,Apartment,Private room,1,1,1,1,150,1,50,1,7
Bernal Heights,San Francisco,Condominium,Entire home/apt,6,2.5,2,3,275,1,0,3,8
Bernal Heights,San Francisco,House,Private room,2,1,1,1,79,1,0,3,365
Bernal Heights,San Francisco,House,Entire home/apt,6,1.5,4,4,250,1,5,1,28
Bernal Heights,San Francisco,House,Private room,2,1,1,1,89,1,0,1,10
Bernal Heights,San Francisco,House,Entire home/apt,6,3,3,3,325,1,0,3,1125
Bernal Heights,San Francisco,House,Entire home/apt,4,1,2,3,299,1,0,4,7
Bernal Heights,San Francisco,House,Entire home/apt,5,1.5,3,3,350,1,0,4,20
Bernal Heights,San Francisco,House,Entire home/apt,5,1.5,2,3,155,3,20,1,1125
Chinatown,San Francisco,Other,Entire home/apt,2,1,0,1,137,1,0,1,7
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,2,2,2,300,1,0,30,90
Castro/Upper Market,San Francisco,House,Entire home/apt,6,1.5,3,3,450,4,25,30,180
Castro/Upper Market,San Francisco,Apartment,Private room,2,1.5,1,1,145,2,25,1,28
Castro/Upper Market,San Francisco,House,Entire home/apt,4,1,2,2,500,4,0,1,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,160,1,0,2,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,7,1,3,4,200,1,0,1,1125
Castro/Upper Market,San Francisco,House,Entire home/apt,5,2,2,2,279,4,65,3,1125
Castro/Upper Market,San Francisco,House,Private room,2,2,1,1,137,2,0,4,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,1,2,189,1,0,2,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,1,1,2,199,4,0,2,14
Castro/Upper Market,San Francisco,Apartment,Shared room,2,1,1,1,55,1,25,1,3
